0,0.3489938,1.16875,-0.03007519
0,0.3188406,1.148173,-0.02433503
0,0.2864472,1.120515,-0.01816651
0,0.2618264,1.097916,-0.01659226
0,0.2470012,1.100706,-0.0199427
0,0.2274275,1.128149,-0.02423322
0,0.2048405,1.156818,-0.03667626
0,0.1705803,1.179692,-0.05122423
0,0.141179,1.192919,-0.05939642
0,0.1184624,1.201728,-0.0630452
0,0.09746332,1.194606,-0.05136842
0,0.06621825,1.184398,-0.04596871
0,0.036635,1.166677,-0.04243404
0,0.01375641,1.15374,-0.03673467
0,-0.002363592,1.135968,-0.02049634
0,-0.008755799,1.128639,-0.002245665
0,-0.007929221,1.123219,0.01551124
1,-0.004702277,1.117788,0.02838963
1,-0.006729022,1.119361,0.02667493
1,-0.006930962,1.118856,0.02570236
1,-0.006387778,1.120508,0.03254476
1,-0.01018998,1.122192,0.04021832
1,-0.01718362,1.116078,0.0444288
1,-0.01778091,1.11393,0.04322764
1,-0.009082131,1.116184,0.04228866
1,0.0007420257,1.111379,0.04363713
1,0.0145058,1.099223,0.06076062
1,0.02626951,1.083838,0.0761247
1,0.03810314,1.085618,0.09907895
1,0.05212738,1.082956,0.1289884
1,0.06110239,1.089688,0.1524011
1,0.06711294,1.100379,0.1726838
1,0.06737259,1.097673,0.1892081
2,0.07120788,1.09932,0.2035244
2,0.07023773,1.094672,0.2117971
2,0.07050836,1.096533,0.209878
2,0.07084173,1.097362,0.2110396
2,0.07272932,1.098442,0.211705
2,0.07399628,1.098608,0.211248
2,0.07475649,1.098732,0.2111102
2,0.03242502,1.085392,0.07103145
2,0.02622579,1.088037,0.05192974
2,0.02133898,1.093719,0.03590012
3,0.01388281,1.104143,0.01633623
3,0.01185598,1.114755,0.001410931
3,0.01592579,1.12445,-0.006659776
3,0.03329692,1.126791,-0.006305814
3,0.05759471,1.121613,-0.003182262
3,0.07581395,1.11841,-0.005456567
3,0.08525411,1.122702,-0.01139691
3,0.08836499,1.126578,-0.01759124
3,0.09404927,1.124972,-0.01547492
3,0.1027752,1.117114,-0.005079478
3,0.1110955,1.104004,0.008391976
3,0.1165462,1.095942,0.01991832
