0.08185038,1.256985,-0.05387289
0.08448623,1.255123,-0.0599094
0.08770881,1.254103,-0.06640913
0.09209289,1.25602,-0.07227239
0.09627365,1.260459,-0.07808311
0.1014235,1.26738,-0.0839009
0.1069223,1.275281,-0.09021676
0.1133265,1.287244,-0.1015038
0.1138326,1.293396,-0.1075526
0.1094411,1.297592,-0.1112346
0.10336,1.300978,-0.1154106
0.09429719,1.294059,-0.110947
0.07604682,1.278357,-0.1079781
0.06214501,1.267184,-0.1073989
0.05205805,1.259188,-0.1019449
0.04184496,1.251348,-0.09361945
0.03711839,1.250659,-0.08553061
0.03536552,1.247401,-0.07527144
0.03468126,1.242322,-0.06509329
0.03253745,1.229252,-0.06193604
0.02570794,1.212497,-0.05688756
0.0239975,1.191237,-0.0438881
0.02677968,1.18004,-0.03611895
0.02176618,1.175586,-0.02682861
0.01127684,1.156693,-0.006178511
0.009421353,1.12459,0.02157735
0.01459448,1.10521,0.03323613
0.01790934,1.11513,0.0316733
0.02071474,1.129437,0.02435133
0.02118126,1.145673,0.01273803
0.02223465,1.158054,0.0005568083
0.02180297,1.166883,-0.007340738
0.01853766,1.175607,-0.006682829
0.01595847,1.172751,0.002308042
0.01689069,1.155736,0.01378816
0.01685906,1.140074,0.02016618
0.01633139,1.128894,0.02524662
0.01398152,1.116732,0.03640576
0.009238373,1.106053,0.05101438
0.00325462,1.098852,0.06098507
-0.001397632,1.095781,0.07120427
-0.005139053,1.095309,0.07683323
-0.007816191,1.097784,0.0771333
-0.008459495,1.101424,0.07387406
-0.007809175,1.102978,0.07432305
-0.01053084,1.104007,0.08004041
-0.01690992,1.105063,0.08565279
-0.02108,1.103995,0.09136556
-0.02239328,1.099032,0.09160426
-0.02164615,1.09364,0.09145294
-0.02174906,1.090356,0.09611394
-0.02047945,1.084246,0.09888666
-0.01993983,1.077955,0.1031889
-0.02286068,1.074234,0.1099663
-0.02734755,1.076896,0.1191902
-0.03188477,1.079584,0.1237577
-0.03457715,1.081336,0.1251743
-0.03498869,1.0834,0.1225665
-0.03518158,1.088561,0.1188238
-0.03480774,1.0911,0.115395
-0.034936,1.096415,0.1098032
-0.03418833,1.102563,0.09878434
-0.02927849,1.109904,0.08226952
-0.01727335,1.119068,0.05633976
-0.002181883,1.123584,0.02831578
0.01212659,1.124401,0.009165182
0.02426585,1.125764,0.002353229
0.03550778,1.128341,0.000652239
0.04452245,1.135125,0.004598997
0.04892046,1.14194,0.01464266
0.05319278,1.152735,0.03680401
0.05989444,1.159251,0.07339001
0.06480666,1.150697,0.1108101
0.07167787,1.139138,0.1470544
0.07505502,1.128785,0.1725105
0.07619408,1.124298,0.1901517
0.07062303,1.140435,0.1901229
0.06043055,1.180364,0.1666579
0.06915598,1.210888,0.1393352
0.08177587,1.215705,0.1335228
0.08847553,1.215804,0.1315744
0.09118089,1.212757,0.1324677
0.09346896,1.20399,0.1459545
0.09230246,1.196751,0.1526304
0.09337912,1.192024,0.1586182
0.09802733,1.190496,0.1617857
0.09949797,1.189936,0.1599463
0.09742423,1.184252,0.1596794
0.09617009,1.177682,0.1638286
0.09735087,1.176933,0.1723205
0.09701382,1.176022,0.1834717
0.09652114,1.171171,0.1956441
0.09208396,1.163464,0.2042812
0.08903404,1.159774,0.2075199
0.08396771,1.180506,0.2016972
0.08357741,1.21628,0.1752595
0.09922746,1.239877,0.1522117
0.1130257,1.246005,0.1397601
0.1241976,1.244799,0.1334604
0.1315019,1.245628,0.1322439
0.1288521,1.243195,0.1347039
0.1257796,1.240735,0.1343094
0.1187107,1.242039,0.1238287
0.1118507,1.244112,0.1114668
0.09938579,1.245938,0.09442838
0.08374439,1.247886,0.07616644
0.06691456,1.248133,0.05868154
0.0447027,1.238364,0.04583982
0.02264555,1.219985,0.04500196
0.002531411,1.187198,0.05464943
-0.01134075,1.150118,0.06681879
-0.01506168,1.128254,0.07354901
-0.0160682,1.131376,0.06924026
-0.0174864,1.151675,0.06355339
-0.01960624,1.177833,0.05808457
-0.02112268,1.202723,0.05654097
-0.0228376,1.221475,0.05880966
-0.027642,1.231151,0.06535364
-0.03984087,1.23335,0.08498695
-0.05367584,1.23007,0.1152024
-0.06496472,1.210756,0.1450141
-0.07364813,1.193531,0.1715123
-0.08387572,1.180853,0.1888058
-0.09216552,1.164436,0.207615
-0.09862258,1.150493,0.2220915
-0.1010398,1.143961,0.2299184
-0.09912872,1.144961,0.225704
-0.08989123,1.161115,0.2144093
-0.07184895,1.183243,0.1911145
-0.04536085,1.207539,0.1564488
-0.01807337,1.223396,0.1168167
-0.001066741,1.219867,0.08599425
-0.007203861,1.183416,0.06469828
-0.01217736,1.139514,0.06223207
-0.008628513,1.113025,0.06456292
-0.003665648,1.12421,0.07098209
0.004502898,1.146049,0.09019803
0.01623538,1.16466,0.1180982
0.03198203,1.172288,0.1501846
0.04578742,1.171859,0.1809231
0.05625688,1.162438,0.2047877
0.06121311,1.140399,0.2226715
0.06855966,1.121172,0.2341861
0.073227,1.124568,0.2331715
0.07885075,1.16046,0.2192191
0.09445392,1.194017,0.1941327
0.1030742,1.217765,0.1666398
0.1062685,1.240399,0.142302
0.1028104,1.268746,0.1069016
0.08177299,1.288542,0.07388322
0.05279918,1.283912,0.0487189
0.02964039,1.257661,0.04044943
0.01121665,1.214705,0.04159649
-5.718081E-05,1.156912,0.05139128
3.283083E-05,1.121345,0.06344222
-0.002974612,1.141327,0.07026513
-0.01292612,1.175447,0.08109274
-0.02434629,1.204335,0.09650307
-0.03307795,1.219876,0.1133879
-0.04276834,1.227939,0.1284646
-0.05068217,1.222987,0.1423381
-0.0547786,1.207305,0.1521685
-0.05940717,1.192991,0.1651538
-0.06226524,1.17926,0.1808342
-0.06577037,1.166638,0.1915662
-0.06644747,1.154589,0.1975573
-0.06475128,1.145602,0.2025141
-0.0639209,1.141574,0.204134
-0.06262009,1.143297,0.2033102
-0.06048307,1.14764,0.201195
-0.05840412,1.158958,0.194048
-0.05537068,1.177454,0.1809863
-0.04347069,1.196546,0.1651562
-0.02241377,1.21255,0.1378941
0.003648488,1.224292,0.1087094
0.02869157,1.231878,0.08329526
0.04541937,1.231016,0.05844687
0.05367669,1.225075,0.03958163
