0,0.1865164,1.273494,0.5848978
0,0.1865168,1.273493,0.5848979
0,0.186517,1.273492,0.5848979
0,0.1865177,1.273492,0.5848979
0,0.1865177,1.273492,0.5848979
0,0.1865168,1.273493,0.5848979
0,0.1865167,1.273493,0.5848979
0,0.1865179,1.273492,0.584898
0,0.1865175,1.273492,0.5848979
0,0.1865168,1.273493,0.5848979
0,0.1865175,1.273492,0.5848979
0,0.1865169,1.273493,0.5848979
0,0.1865171,1.273492,0.5848979
0,0.1865173,1.273493,0.5848979
0,0.1865171,1.273493,0.5848979
0,0.1865165,1.273493,0.5848978
0,0.1865171,1.273492,0.5848979
0,0.1865171,1.273492,0.5848979
0,0.1865181,1.273492,0.5848981
0,0.186517,1.273493,0.5848979
0,0.1865173,1.273492,0.5848979
0,0.186517,1.273492,0.5848979
0,0.1865173,1.273493,0.5848979
0,0.1865168,1.273493,0.5848979
0,0.1865168,1.273492,0.5848979
0,0.186517,1.273492,0.5848979
0,0.1865172,1.273494,0.5848979
0,0.1865172,1.273494,0.5848979
0,0.1865172,1.273494,0.5848979
0,0.186517,1.273494,0.5848978
0,0.1865175,1.273494,0.5848979
0,0.1865169,1.273494,0.5848978
0,0.186518,1.27349,0.5848981
0,0.1865173,1.273492,0.5848979
0,0.1865172,1.273494,0.5848979
0,0.186517,1.273494,0.5848978
0,0.1865176,1.273492,0.5848979
0,0.186518,1.273489,0.5848981
0,0.186517,1.273493,0.5848979
0,0.1865176,1.273495,0.5848979
0,0.186517,1.273494,0.5848978
0,0.1865169,1.273493,0.5848979
0,0.1865169,1.273493,0.5848979
0,0.1865172,1.273495,0.5848978
0,0.186518,1.27349,0.5848981
0,0.1865173,1.273491,0.5848979
0,0.1865166,1.273494,0.5848978
0,0.1865174,1.273492,0.5848979
0,0.1865178,1.27349,0.584898
0,0.1865169,1.273493,0.5848979
0,0.1865172,1.273494,0.5848978
0,0.186517,1.273493,0.5848979
0,0.186517,1.273493,0.5848979
0,0.1865167,1.273493,0.5848979
0,0.1865167,1.273493,0.5848979
0,0.1865172,1.273494,0.5848979
0,0.1865169,1.273493,0.5848978
0,0.1865177,1.273491,0.584898
0,0.1865168,1.273493,0.5848979
0,0.1865167,1.273493,0.5848979
0,0.1865167,1.273493,0.5848979
0,0.1865175,1.273491,0.584898
0,0.1865176,1.273493,0.5848979
0,0.1865172,1.273493,0.5848979
0,0.1865172,1.273493,0.5848979
0,0.1865172,1.273493,0.5848979
0,0.1865169,1.273493,0.5848979
0,0.1865172,1.273493,0.5848979
0,0.1865167,1.273493,0.5848978
0,0.1865167,1.273493,0.5848979
0,0.1865166,1.273493,0.5848979
0,0.1865168,1.273493,0.5848979
